Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
maria took number0 fish out of her fish tank . now there are number1 fish in the tank . how many fish were in the tank to start with ?,16 3,+ number0 number1,19.0,"[1, 2, 3, 6, 12, 13, 14, 26, 27, 28]",1,Addition,maria took number0 fish out of her fish tank . now there are number1 fish in the tank .,how many fish were in the tank to start with ?
a waiter had number0 customers . after some left he still had number1 customers . how many customers left ?,14 3,- number0 number1,11.0,"[1, 2, 3, 4, 5, 11, 12, 13, 16, 17, 18]",1,Subtraction,a waiter had number0 customers . after some left he still had number1 customers .,how many customers left ?
cody had a bag of marbles . later he gave number0 to his brother . now cody has number1 marbles . how many marbles did cody have to start with ?,5 7,+ number0 number1,12.0,"[1, 2, 7, 9, 10, 11, 17, 18, 19, 27, 28, 29]",1,Addition,cody had a bag of marbles . later he gave number0 to his brother . now cody has number1 marbles .,how many marbles did cody have to start with ?
a museum had number0 paintings . if they got rid of number1 of them how many pictures would they have left ?,13 8,- number0 number1,5.0,"[2, 3, 4, 10, 11, 12, 18, 19, 20]",1,Subtraction,a museum had number0 paintings . if they got rid of number1 of them,how many pictures would they have left ?
a chef used number0 apples to make a pie . now he has number1 apples left . how many apples did he have before he made the pie ?,15 4,+ number0 number1,19.0,"[1, 2, 3, 4, 5, 12, 13, 14, 25, 26, 27]",1,Addition,a chef used number0 apples to make a pie . now he has number1 apples left .,how many apples did he have before he made the pie ?
a chef had number0 apples . if he used number1 of them to make a pie how many apples would he still have ?,14 8,- number0 number1,6.0,"[2, 3, 4, 8, 9, 10, 11, 16, 20, 21, 22]",1,Subtraction,a chef had number0 apples . if he used number1 of them to make a pie,how many apples would he still have ?
for halloween will got number0 pounds of candy . after giving some to haley he had number1 pounds left . how many pounds did he give to haley ?,15 9,- number0 number1,6.0,"[1, 3, 4, 5, 6, 15, 16, 17, 25, 26, 27]",1,Subtraction,for halloween will got number0 pounds of candy . after giving some to haley he had number1 pounds left .,how many pounds did he give to haley ?
victor had number0 apps on his phone . he deleted number1 of them . how many apps does victor have left ?,19 8,- number0 number1,11.0,"[1, 2, 3, 6, 9, 10, 11, 18, 19, 20]",1,Subtraction,victor had number0 apps on his phone . he deleted number1 of them .,how many apps does victor have left ?
edward spent $ number0 . now he has $ number1 . how much did edward have before he spent his money ?,13 6,+ number0 number1,19.0,"[1, 2, 3, 7, 8, 9, 18, 19, 20]",1,Addition,edward spent $ number0 . now he has $ number1 .,how much did edward have before he spent his money ?
a package had number0 cookies in it . after eating some there were number1 left . how many were eaten ?,18 9,- number0 number1,9.0,"[2, 3, 4, 12, 13, 14, 17, 18, 19]",1,Subtraction,a package had number0 cookies in it . after eating some there were number1 left .,how many were eaten ?
a tape was number0 meters long . haley used some to seal cartons . now the tape is number1 meters long . how much tape did she use ?,13 6,- number0 number1,7.0,"[2, 3, 4, 17, 18, 19, 25, 26, 27]",1,Subtraction,a tape was number0 meters long . haley used some to seal cartons . now the tape is number1 meters long .,how much tape did she use ?
a furniture store had number0 chairs . after selling some there was number1 left . how many chairs did they sell ?,15 3,- number0 number1,12.0,"[1, 3, 4, 5, 11, 12, 13, 18, 19, 20]",1,Subtraction,a furniture store had number0 chairs . after selling some there was number1 left .,how many chairs did they sell ?
rachel took number0 dollars from her piggy bank . now she has number1 dollars in her piggy bank . how much money was originally in there ?,2 3,+ number0 number1,5.0,"[1, 2, 3, 11, 12, 13, 23, 24, 25]",1,Addition,rachel took number0 dollars from her piggy bank . now she has number1 dollars in her piggy bank .,how much money was originally in there ?
ned gave away number0 of his video games to a friend . now ned has number1 games . how many games did ned have before he gave the games away ?,13 6,+ number0 number1,19.0,"[1, 2, 3, 4, 5, 8, 14, 15, 16, 27, 28, 29]",1,Addition,ned gave away number0 of his video games to a friend . now ned has number1 games .,how many games did ned have before he gave the games away ?
at the arcade dave had won number0 tickets . if he used number1 to buy some toys how many tickets did dave have left ?,13 6,- number0 number1,7.0,"[5, 6, 7, 9, 11, 12, 13, 14, 21, 22, 23]",1,Subtraction,at the arcade dave had won number0 tickets . if he used number1 to buy some toys,how many tickets did dave have left ?
sally memorized number0 poems . after some time she could only recite number1 of them . how many poems did she forget ?,8 3,- number0 number1,5.0,"[1, 2, 3, 5, 11, 12, 13, 19, 20, 21]",1,Subtraction,sally memorized number0 poems . after some time she could only recite number1 of them .,how many poems did she forget ?
frank got number0 pounds of mushroom for family barbecue . if they ate number1 pounds how many pounds were left ?,15 8,- number0 number1,7.0,"[1, 2, 3, 6, 12, 13, 14, 17, 18, 19]",1,Subtraction,frank got number0 pounds of mushroom for family barbecue . if they ate number1 pounds,how many pounds were left ?
kaleb has number0 shirts . if he got rid of number1 of them how many shirts would kaleb have ?,17 7,- number0 number1,10.0,"[1, 2, 3, 9, 10, 11, 13, 16, 17, 18]",1,Subtraction,kaleb has number0 shirts . if he got rid of number1 of them,how many shirts would kaleb have ?
while playing a game edward had number0 lives . he lost number1 lives on a hard level . how many lives does he have left ?,15 8,- number0 number1,7.0,"[1, 5, 6, 7, 10, 11, 12, 22, 23, 24]",1,Subtraction,while playing a game edward had number0 lives . he lost number1 lives on a hard level .,how many lives does he have left ?
a clown had number0 balloons . he gave number1 away at a party . how many balloons does he still have ?,16 4,- number0 number1,12.0,"[1, 2, 3, 4, 6, 7, 8, 9, 18, 19, 20]",1,Subtraction,a clown had number0 balloons . he gave number1 away at a party .,how many balloons does he still have ?
haley grew number0 trees in her backyard . after a typhoon number1 died . how many trees does she have left ?,16 5,- number0 number1,11.0,"[1, 2, 3, 6, 10, 11, 12, 18, 19, 20]",1,Subtraction,haley grew number0 trees in her backyard . after a typhoon number1 died .,how many trees does she have left ?
debby owned number0 dvds . if she sold number1 of them how many would she have left ?,13 6,- number0 number1,7.0,"[1, 2, 3, 7, 8, 9, 14, 15, 16]",1,Subtraction,debby owned number0 dvds . if she sold number1 of them,how many would she have left ?
the host prepared number0 cakes for the party . after the party he had number1 left . how many cakes did people eat in the party ?,19 9,- number0 number1,10.0,"[1, 2, 3, 4, 5, 13, 14, 15, 23, 24, 25]",1,Subtraction,the host prepared number0 cakes for the party . after the party he had number1 left .,how many cakes did people eat in the party ?
frank had number0 boxes . if he filled number1 with toys how many boxes does he still have ?,13 8,- number0 number1,5.0,"[1, 2, 3, 7, 8, 9, 12, 15, 16, 17]",1,Subtraction,frank had number0 boxes . if he filled number1 with toys,how many boxes does he still have ?
there are number0 cats in the little town . if number1 of them are a asleep how many cats are still awake ?,98 92,- number0 number1,6.0,"[1, 2, 3, 8, 9, 10, 11, 12, 19, 20, 21]",2,Subtraction,there are number0 cats in the little town . if number1 of them are a asleep,how many cats are still awake ?
olivia owned number0 pennies . after she bought an apple she had number1 pennies left . how many did she spend for the apple ?,93 56,- number0 number1,37.0,"[1, 2, 3, 11, 12, 13, 21, 22, 23]",2,Subtraction,olivia owned number0 pennies . after she bought an apple she had number1 pennies left .,how many did she spend for the apple ?
a farmer had number0 tomatoes from his garden . if he picked number1 of them how many would he have left ?,97 83,- number0 number1,14.0,"[2, 3, 4, 11, 12, 13, 18, 19, 20]",2,Subtraction,a farmer had number0 tomatoes from his garden . if he picked number1 of them,how many would he have left ?
kaleb had number0 cherries . after eating some he had number1 left . how many cherries did kaleb eat ?,67 42,- number0 number1,25.0,"[1, 2, 3, 4, 5, 9, 10, 11, 16, 17, 18]",2,Subtraction,kaleb had number0 cherries . after eating some he had number1 left .,how many cherries did kaleb eat ?
there were number0 onions on the shelf . number1 were sold . how many onions is there on the shelf now ?,98 65,- number0 number1,33.0,"[1, 2, 3, 4, 8, 9, 18, 19, 20]",2,Subtraction,there were number0 onions on the shelf . number1 were sold .,how many onions is there on the shelf now ?
paul had number0 books . after selling some in a garage sale he had number1 left . how many books did he sell ?,86 78,- number0 number1,8.0,"[1, 2, 3, 5, 8, 13, 14, 15, 20, 21, 22]",2,Subtraction,paul had number0 books . after selling some in a garage sale he had number1 left .,how many books did he sell ?
olivia had number0 pieces of paper in her folder . she used number1 pieces . how many pieces does she have now ?,81 56,- number0 number1,25.0,"[1, 2, 3, 5, 11, 12, 13, 19, 20, 21]",2,Subtraction,olivia had number0 pieces of paper in her folder . she used number1 pieces .,how many pieces does she have now ?
isabel had some candy . she gave her friend number0 pieces and had number1 left . how many pieces did she have to start with ?,27 61,+ number0 number1,88.0,"[7, 8, 9, 10, 12, 13, 14, 22, 23, 24]",2,Addition,isabel had some candy . she gave her friend number0 pieces and had number1 left .,how many pieces did she have to start with ?
while playing a game kaleb had number0 lives . after losing some lives he had number1 left . how many lives did kaleb lose ?,98 73,- number0 number1,25.0,"[1, 5, 6, 7, 14, 15, 16, 21, 22, 23]",2,Subtraction,while playing a game kaleb had number0 lives . after losing some lives he had number1 left .,how many lives did kaleb lose ?
maria had number0 pieces of candy . she ate number1 pieces . how many pieces of candy does maria have now ?,67 64,- number0 number1,3.0,"[1, 2, 3, 7, 8, 9, 10, 18, 19, 20]",2,Subtraction,maria had number0 pieces of candy . she ate number1 pieces .,how many pieces of candy does maria have now ?
a store has number0 shirts . after selling some there were number1 left . how many did they sell ?,49 28,- number0 number1,21.0,"[2, 3, 4, 10, 11, 12, 16, 17, 18]",2,Subtraction,a store has number0 shirts . after selling some there were number1 left .,how many did they sell ?
