Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
for a birthday party a clown gave away number0 balloons . now he has number1 balloons left . how many balloons did the clown have to start with ?,6 55,+ number0 number1,61.0,"[1, 2, 6, 7, 8, 9, 13, 14, 15, 25, 26, 27]",2,Addition,for a birthday party a clown gave away number0 balloons . now he has number1 balloons left .,how many balloons did the clown have to start with ?
a chef used number0 cherries to make a pie . now he has number1 cherries left . how many cherries did he have before he made the pie ?,39 58,+ number0 number1,97.0,"[1, 2, 3, 4, 5, 12, 13, 14, 25, 26, 27]",2,Addition,a chef used number0 cherries to make a pie . now he has number1 cherries left .,how many cherries did he have before he made the pie ?
there were number0 dollars in olivia 's wallet . after she visited a supermarket there were number1 dollars left . how much did she spend ?,94 78,- number0 number1,16.0,"[1, 2, 3, 6, 15, 16, 17, 22, 23, 24]",2,Subtraction,there were number0 dollars in olivia 's wallet . after she visited a supermarket there were number1 dollars left .,how much did she spend ?
winnie completed number0 consecutive repetitions for rope jumping yesterday . today she completed only number1 . how many repetitions did she fell behind ?,86 73,- number0 number1,13.0,"[1, 2, 3, 4, 5, 13, 14, 20, 21, 22]",2,Subtraction,winnie completed number0 consecutive repetitions for rope jumping yesterday . today she completed only number1 .,how many repetitions did she fell behind ?
while playing a video game ned lost number0 lives . now he has number1 lives . how many lives did ned have at the start ?,13 70,+ number0 number1,83.0,"[1, 2, 5, 6, 7, 8, 12, 13, 14, 22, 23, 24]",2,Addition,while playing a video game ned lost number0 lives . now he has number1 lives .,how many lives did ned have at the start ?
gwen prepared number0 books to sell in the flea market . after the activity ended she had number1 books left . how many did she sell ?,98 96,- number0 number1,2.0,"[1, 2, 3, 5, 16, 17, 18, 23, 24, 25]",2,Subtraction,gwen prepared number0 books to sell in the flea market . after the activity ended she had number1 books left .,how many did she sell ?
a chef had number0 cherries . if he used number1 of them to make a pie how many cherries would he still have ?,77 60,- number0 number1,17.0,"[2, 3, 4, 8, 9, 10, 11, 16, 20, 21, 22]",2,Subtraction,a chef had number0 cherries . if he used number1 of them to make a pie,how many cherries would he still have ?
carol had number0 pieces of paper in her folder . after a week she had number1 left . how many pieces did she use in the week ?,81 38,- number0 number1,43.0,"[1, 2, 3, 4, 5, 14, 15, 16, 24, 25, 26]",2,Subtraction,carol had number0 pieces of paper in her folder . after a week she had number1 left .,how many pieces did she use in the week ?
isabel had number0 ds games . if she gave number1 to her friend how many would she have left ?,90 87,- number0 number1,3.0,"[1, 2, 3, 4, 8, 9, 10, 16, 17, 18]",2,Subtraction,isabel had number0 ds games . if she gave number1 to her friend,how many would she have left ?
a store has number0 shirts . if they sold number1 of them how many shirts would they have ?,35 30,- number0 number1,5.0,"[2, 3, 4, 7, 8, 9, 10, 11, 15, 16, 17]",2,Subtraction,a store has number0 shirts . if they sold number1 of them,how many shirts would they have ?
paige used number0 of her pencils . now she has number1 pencils . how many pencils did paige have to begin with ?,3 91,+ number0 number1,94.0,"[1, 2, 3, 7, 9, 10, 11, 19, 20, 21]",2,Addition,paige used number0 of her pencils . now she has number1 pencils .,how many pencils did paige have to begin with ?
gwen 's hair was number0 centimeters long . after a haircut it was number1 centimeters long . how much did she cut off ?,28 17,- number0 number1,11.0,"[3, 4, 5, 12, 13, 14, 20, 21, 22]",2,Subtraction,gwen 's hair was number0 centimeters long . after a haircut it was number1 centimeters long .,how much did she cut off ?
adam picked number0 strawberries . after eating some he had number1 left . how many strawberries did adam eat ?,35 33,- number0 number1,2.0,"[1, 2, 3, 4, 5, 9, 10, 11, 16, 17, 18]",2,Subtraction,adam picked number0 strawberries . after eating some he had number1 left .,how many strawberries did adam eat ?
at the zoo a cage had number0 snakes . if number1 were hiding how many snakes were not hiding ?,68 42,- number0 number1,26.0,"[5, 6, 7, 9, 10, 11, 16, 17, 18]",2,Subtraction,at the zoo a cage had number0 snakes . if number1 were hiding,how many snakes were not hiding ?
olivia gave her cat number0 cheese cubes . now olivia has number1 cheese cubes left . how many cheese cubes did olivia have originally ?,2 98,+ number0 number1,100.0,"[1, 2, 3, 4, 5, 6, 10, 11, 12, 13, 21, 22, 23]",2,Addition,olivia gave her cat number0 cheese cubes . now olivia has number1 cheese cubes left .,how many cheese cubes did olivia have originally ?
a clown had number0 balloons . after a party he had number1 left . how many balloons did he use at the party ?,82 16,- number0 number1,66.0,"[1, 2, 3, 4, 5, 10, 11, 12, 20, 21, 22]",2,Subtraction,a clown had number0 balloons . after a party he had number1 left .,how many balloons did he use at the party ?
a pet store had number0 gerbils . if they sold number1 of them how many would they have left ?,85 69,- number0 number1,16.0,"[3, 4, 5, 9, 10, 11, 16, 17, 18]",2,Subtraction,a pet store had number0 gerbils . if they sold number1 of them,how many would they have left ?
a chef was making pies . he made number0 apple number1 pecan and number2 pumpkin pies . how many pies did he make total ?,2 4 7,+ + number0 number1 number2,13.0,"[1, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 21, 22, 23]",1,Sum,a chef was making pies . he made number0 apple number1 pecan and number2 pumpkin pies .,how many pies did he make total ?
a pet store had number0 white cats number1 black cats and number2 gray cats . how many cats did they have total ?,2 10 3,+ + number0 number1 number2,15.0,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21]",1,Sum,a pet store had number0 white cats number1 black cats and number2 gray cats .,how many cats did they have total ?
amy had number0 dollars . if she got number1 more dollars for doing chores and number2 more for her birthday how much money does she have now ?,2 13 3,+ + number0 number1 number2,18.0,"[1, 2, 3, 4, 7, 8, 9, 10, 14, 15, 16, 24, 25, 26]",1,Sum,amy had number0 dollars . if she got number1 more dollars for doing chores and number2 more for her birthday,how much money does she have now ?
jerry was weighing boxes for moving . the first was number0 pounds the second was number1 pounds and the last was number2 pounds . what is the combined weight of all number3 boxes ?,2 11 5 3,+ + number0 number1 number2,18.0,"[32, 2, 9, 10, 11, 14, 15, 16, 20, 21, 22, 30, 31]",1,Sum,jerry was weighing boxes for moving . the first was number0 pounds the second was number1 pounds and the last was number2 pounds .,what is the combined weight of all number3 boxes ?
while playing a trivia game team a scored number0 points team b scored number1 points and team c scored number2 points . how many points were scored total ?,2 9 4,+ + number0 number1 number2,15.0,"[1, 7, 8, 9, 12, 13, 14, 18, 19, 20, 25, 26, 27]",1,Sum,while playing a trivia game team a scored number0 points team b scored number1 points and team c scored number2 points .,how many points were scored total ?
on monday debby jogged number0 kilometers . on tuesday she jogged number1 kilometers and on wednesday she jogged number2 how many kilometers did she jog total ?,2 5 9,+ + number0 number1 number2,16.0,"[1, 3, 4, 5, 10, 11, 12, 17, 18, 19, 23, 24, 25]",1,TVQ-Final,on monday debby jogged number0 kilometers . on tuesday she jogged number1 kilometers and on wednesday she jogged number2 how,many kilometers did she jog total ?
a pet store had number0 dogs . on sunday they got number1 more . on monday they got number2 more . how many dogs does the pet store have now ?,2 5 3,+ + number0 number1 number2,10.0,"[1, 3, 4, 5, 7, 10, 11, 12, 17, 18, 19, 27, 28, 29]",1,TVQ-Final,a pet store had number0 dogs . on sunday they got number1 more . on monday they got number2 more .,how many dogs does the pet store have now ?
for lunch number0 students selected chocolate milk number1 selected strawberry milk and number2 selected regular milk . how many milks were taken total ?,2 15 3,+ + number0 number1 number2,20.0,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 20, 21, 22]",1,Sum,for lunch number0 students selected chocolate milk number1 selected strawberry milk and number2 selected regular milk .,how many milks were taken total ?
tom already had number0 pieces of candy . his friend gave him number1 more and then tom bought another number2 how many pieces does tom have now ?,2 7 10,+ + number0 number1 number2,19.0,"[1, 2, 3, 4, 5, 11, 12, 13, 18, 19, 20, 24, 25, 26]",1,TVQ-Final,tom already had number0 pieces of candy . his friend gave him number1 more and then tom bought another number2 how,many pieces does tom have now ?
a farmer planted number0 tomato seeds number1 cucumber seeds and number2 pumpkin seeds . how many seeds did he plant all together ?,2 10 3,+ + number0 number1 number2,15.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 19, 20, 21]",1,Sum,a farmer planted number0 tomato seeds number1 cucumber seeds and number2 pumpkin seeds .,how many seeds did he plant all together ?
while organizing her files bianca deleted number0 pictures number1 songs and number2 text files . what is the total number of files she deleted ?,2 8 7,+ + number0 number1 number2,17.0,"[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 21, 22, 23]",1,Sum,while organizing her files bianca deleted number0 pictures number1 songs and number2 text files .,what is the total number of files she deleted ?
for a new year 's party number0 red balloons number1 green balloons and number2 white balloons were used . what is the total number of balloons used ?,2 12 6,+ + number0 number1 number2,20.0,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 24, 25, 26]",1,Sum,for a new year 's party number0 red balloons number1 green balloons and number2 white balloons were used .,what is the total number of balloons used ?
a vet was weighing number0 cats . the first weighed number1 pounds . the second weighed number2 pounds and the last weighed number3 pounds . what is their combined weight ?,3 2 7 4,+ + number1 number2 number3,13.0,"[2, 3, 4, 5, 8, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29]",1,Sum,a vet was weighing number0 cats . the first weighed number1 pounds . the second weighed number2 pounds and the last weighed number3 pounds .,what is their combined weight ?
henry already had number0 dollars but earned another number1 dollars doing chores . his friend had number2 dollars . if they put their money together how much would they have ?,5 2 13,+ + number0 number1 number2,20.0,"[2, 3, 4, 6, 7, 8, 9, 15, 16, 17, 27, 28, 29]",1,Sum,henry already had number0 dollars but earned another number1 dollars doing chores . his friend had number2 dollars . if they put their money together,how much would they have ?
tom read number0 books in may number1 in june and number2 in july . how many books did tom read ?,2 6 10,+ + number0 number1 number2,18.0,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 17, 18, 19]",1,TVQ-Final,tom read number0 books in may number1 in june and number2 in july .,how many books did tom read ?
